Array Design Name	Affymetrix Custom GeneChip Synechococcus 2516 ORFs v1.0.
Provider	Hideo Iwasaki(hideo-iwasaki@waseda.jp)
Comment[ArrayExpressAccession]	A-GEOD-8012
Comment[SecondaryAccession]	GPL8012
Comment[Description]	Array Manufacturer: Affymetrix, Distribution: non-commercial, Technology: in situ oligonucleotide<br>Comment[7942_ID] = S. elongatus PCC 7942 gene ID  (cf. Complete Genomic Sequence GenBank Accession number NC_007604)<br>Comment[6301_ID] = S. elongatus PCC 6301 gene ID of sequence used to design oligonucleotide probe (cf. Complete Genomic Sequence GenBank Accession number NC_006576)<br>Comment[SYMBOL] = Gene symbol name<br>Comment[ORF] = LINK_PRE:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?CMD=search&DB=gene&cmd=search&term= LINK_SUF:[gene name]<br>Comment[DESCRIPTION] = Gene description
Comment[SubmittedName]	Affymetrix Custom GeneChip Synechococcus 2516 ORFs v1.0.
Comment[Organism]	Synechococcus elongatus PCC 7942 Synechococcus elongatus PCC 6301
Printing Protocol	Affymetrix prokaryotic array protocol (see Affymetrix website)
Surface Type	
Substrate Type	
Term Source Name

Reporter Name	Comment[7942_ID]	Comment[6301_ID]	Comment[SYMBOL]	Comment[ORF]	Comment[DESCRIPTION]
syc2236-m_at	Synpcc7942_1874	syc2220_d		syc2220	probable tRNA/rRNA methyltransferase (SpoU family)
syc2237-h_at	Synpcc7942_1873	syc2221_c		syc2221	two-component response regulator OmpR subfamily  rre28 homolog
syc2238-h_at	Synpcc7942_1872	syc2222_c		syc2222	two-component sensor histidine kinase
syc2239-m_at	Synpcc7942_1870	syc2224_d		syc2224	hypothetical protein, probable RND efflux membrane fusion protein
syc2240-m_at	Synpcc7942_1869	syc2225_d		syc2225	probable cation efflux system protein
syc2241-h_at	Synpcc7942_1868	syc2226_c		syc2226	hypothetical protein
syc2242-h_at	Synpcc7942_1867	syc2227_c		syc2227	similar to deoxyribodipyrimidine photolyase
syc2243-m_at	Synpcc7942_1866	syc2228_d		syc2228	hypothetical protein
syc2244-h_at	Synpcc7942_1865	syc2229_c		syc2229	hypothetical protein
syc2245-h_at	Synpcc7942_1864	syc2230_c		syc2230	hypothetical protein
syc2246-h_at	Synpcc7942_1863	syc2231_c	hemG, hemK	syc2231	putative N(5)-glutamine methyltransferase
syc2247-h_at	Synpcc7942_1862	syc2232_c		syc2232	
syc2248-m_at	Synpcc7942_1861	syc2233_d	natB	syc2233	periplasmic binding protein of ABC transporter for natural amino acids
syc2249-m_at	Synpcc7942_1860	syc2234_d	ycf29, rre1	syc2234	two-component response regulator NarL subfamily
syc2250-h_at	Synpcc7942_1859	syc2235_c		syc2235	hypothetical protein
syc2251-h_at	Synpcc7942_1858	syc2236_c	ho1	syc2236	heme oxygenase
syc2252-m_at	Synpcc7942_1857	syc2237_d	mmsB	syc2237	3-hydroxyacid dehydrogenase
syc2253-h_at	Synpcc7942_1856	syc2238_c	cumB	syc2238	putative cytidine and deoxycytidylate deaminase
syc2254-h_at	Synpcc7942_1855	syc2239_c	cobB	syc2239	cobyrinic acid ac-diamide synthase
syc2255-h_at	Synpcc7942_1854	syc2240_c	cobJ	syc2240	precorrin methylase
syc2256-h_at	Synpcc7942_1853	syc2241_c	cobI	syc2241	precorrin-2 C20-methyltransferase
syc2257-h_at	Synpcc7942_1852	syc2242_c		syc2242	precorrin isomerase
syc2258-h_at	Synpcc7942_1851	syc2243_c		syc2243	ferredoxin-nitrite reductase-like protein
syc2259-m_at	Synpcc7942_1850	syc2244_d	cobL	syc2244	precorrin-6y c515-methyltransferase
syc2260-h_at	Synpcc7942_1849	syc2245_c	rpoD5, sigC	syc2245	group2 RNA polymerase sigma factor
syc2261-m_at	Synpcc7942_1848	syc2246_d	asd	syc2246	aspartate beta-semialdehyde dehydrogenese
syc2262-m_at	Synpcc7942_1847	syc2247_d	dapA	syc2247	dihydrodipicolinate synthase
syc2263-m_at	Synpcc7942_1846	syc2248_d		syc2248	probable hydrolase
syc2264-h_at	Synpcc7942_1845	syc2249_c		syc2249	hypothetical protein
syc2265-m_at	Synpcc7942_1844	syc2250_d		syc2250	hypothetical protein
syc2266-m_at	Synpcc7942_1843	syc2251_d		syc2251	hypothetical protein
syc2267-h_at	Synpcc7942_1842	syc2252_c		syc2252	transposase
syc2268-m_at	Synpcc7942_1841	syc2253_d	murF	syc2253	UDP-N-acetylmuramoylalanyl-D-glutamyl-2 6-diaminopimelate--D-alanyl-D-alanine ligase
syc2269-m_at	Synpcc7942_1840	syc2254_d		syc2254	hypothetical protein
syc2270-m_at	Synpcc7942_1839	syc2255_d		syc2255	hypothetical protein
syc2271-m_at	Synpcc7942_1838	syc2256_d	chlB	syc2256	light-independent protochlorophyllide reductase subunit B
syc2272-m_at	Synpcc7942_1837	syc2257_d		syc2257	hypothetical protein
syc2273-m_at	Synpcc7942_1836	syc2258_d		syc2258	hypothetical protein
syc2274-h_at	Synpcc7942_1835	syc2259_c		syc2259	hypothetical protein
syc2275-h_at	Synpcc7942_1834	syc2260_c		syc2260	
syc2276-h_at	Synpcc7942_1833	syc2261_c		syc2261	hypothetical protein
syc2277-m_at	Synpcc7942_1832	syc2262_d		syc2262	hypothetical protein
syc2278-m_at	Synpcc7942_1831	syc2263_d	guaB, gnaB	syc2263	inosine-5'-monophosphate dehydrogenase
syc2279-m_at	Synpcc7942_1830	syc2264_d	trxA	syc2264	thioredoxin
syc2280-h_at	Synpcc7942_1829	syc2265_c	hisA	syc2265	phosphorybosilformimino-5-amino- phosphorybosil-4-imidazolecarboxamideisomerase
syc2281-h_at	Synpcc7942_1828	syc2266_c		syc2266	hypothetical protein
syc2282-h_at	Synpcc7942_1827	syc2267_c		syc2267	
syc2283-m_at	Synpcc7942_1826	syc2268_d		syc2268	mRNA-binding protein
syc2284-h_at	Synpcc7942_1825	syc2269_c	PgsA	syc2269	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (phosphatidylglycerophosphate synthase)
syc2285-m_at	Synpcc7942_1824	syc2270_d		syc2270	hypothetical protein
syc2286-m_at	Synpcc7942_1823	syc2271_d	nblB	syc2271	phycocyanin alpha phycocyanobilin lyase related protein
syc2287-h_at	Synpcc7942_1822	syc2272_c		syc2272	hypothetical protein
syc2288-h_at	Synpcc7942_1821	syc2273_c		syc2273	hypothetical protein
syc2289-m_at	Synpcc7942_1820	syc2274_d		syc2274	hypothetical protein
syc2290-h_at	Synpcc7942_1819	syc2275_c		syc2275	hypothetical protein
syc2291-m_at	Synpcc7942_1818	syc2276_d		syc2276	hypothetical protein
syc2292-m_at	Synpcc7942_1817	syc2277_d	ltnA	syc2277	two-component response regulator (CheY subfamily)
syc2293-m_at	Synpcc7942_1816	syc2278_d	ltnB	syc2278	two-component system sensory histidine kinase  hik6-like
syc2294-m_at	Synpcc7942_1815	syc2279_d		syc2279	two-component response regulator
syc2295-m_at	Synpcc7942_1814	syc2280_d		syc2280	
syc2296-m_at	Synpcc7942_1813	syc2281_d	htpG	syc2281	heat shock protein HtpG
syc2297-h_at	Synpcc7942_1811	syc2282_c		syc2282	hypothetical protein
syc2298-h_at	Synpcc7942_1810	syc2283_c	dfa3	syc2283	flavoprotein
syc2299-h_at	Synpcc7942_1809	syc2284_c	dfa1	syc2284	flavoprotein
syc2300-m_at	Synpcc7942_1808	syc2285_d		syc2285	hypothetical protein
syc2301-h_at	Synpcc7942_1807	syc2286_c	mutT	syc2286	mutator MutT homolog
syc2302-h_at	Synpcc7942_1806	syc2287_c	bcp	syc2287	bacterioferritin comigratory protein
syc2303-m_at	Synpcc7942_1805	syc2288_d	hetI	syc2288	similar to 4'-phosphopantetheinyl transferase hetI
syc2305-m_at	Synpcc7942_1804	syc2289_d		syc2289	
syc2306-m_at	Synpcc7942_1803	syc2290_d		syc2290	transcription regulator Fur family
syc2307-m_at	Synpcc7942_1802	syc2291_d		syc2291	hypothetical protein
syc2308-h_at	Synpcc7942_1801	syc2292_c		syc2292	hypothetical protein
syc2309-h_at	Synpcc7942_1800	syc2293_c		syc2293	hypothetical protein
syc2310-h_at	Synpcc7942_1799	syc2294_c	hypE	syc2294	hydrogenase expression/formation protein HypE
syc2311-h_at	Synpcc7942_1798	syc2295_c		syc2295	
syc2312-h_at	Synpcc7942_1797	syc2296_c		syc2296	
syc2313-m_at	Synpcc7942_1796	syc2297_d		syc2297	hypothetical protein
syc2314-m_at	Synpcc7942_1795	syc2298_d	smpB	syc2298	SsrA-binding protein  tmRNA binding protein SmpB
syc2315-h_at	Synpcc7942_1794	syc2299_c		syc2299	aspartate transaminase
syc2316-h_at	Synpcc7942_1793	syc2300_c	trxA	syc2300	thioredoxin
syc2317-h_at	Synpcc7942_1792	syc2301_c	hemB	syc2301	porphobilinogen synthase
syc2318-m_at	Synpcc7942_1791	syc2302_d		syc2302	hypothetical protein
syc2319-h_at	Synpcc7942_1790	syc2303_c	mbpA	syc2303	retron EC67 DNA adenine methylase  adenine-specific DNA methylase
syc2320-h_at	Synpcc7942_1789	syc2304_c	dnaJ	syc2304	DnaJ protein
syc2321-h_at	Synpcc7942_1788	syc2305_c		syc2305	hypothetical protein
syc2322-m_at	Synpcc7942_1787	syc2306_d	nifU	syc2306	nitrogen fixation protein NifU and related protein
syc2323-m_at	Synpcc7942_1786	syc2307_d	ycf51	syc2307	hypothetical protein YCF51
syc2324-m_at	Synpcc7942_1785	syc2308_d		syc2308	hypothetical protein
syc2325-h_at	Synpcc7942_1784	syc2309_c	sigF2	syc2309	group3 RNA polymerase sigma factor SigF2
syc2326-h_at	Synpcc7942_1783	syc2310_c		syc2310	hypothetical protein
syc2327-m_at	Synpcc7942_1782	syc2311_d	thrC	syc2311	threonine synthase
syc2328-m_at	Synpcc7942_1781	syc2312_d		syc2312	hypothetical protein
syc2329-h_at	Synpcc7942_1780	syc2313_c	mutL	syc2313	DNA mismatch repair protein MutL
syc2330-h_at	Synpcc7942_1779	syc2314_c	recN	syc2314	DNA repair protein RecN
syc2331-m_at	Synpcc7942_1778	syc2315_d		syc2315	hypothetical protein, predicted unusual protein kinase
syc2332-h_at	Synpcc7942_1777	syc2316_c		syc2316	hypothetical protein
syc2333-h_at	Synpcc7942_1775	syc2317_c		syc2317	phosphate starvation-induced protein
syc2334-h_at	Synpcc7942_1774	syc2318_c	rps21	syc2318	30S ribosomal protein S21
syc2335-h_at	Synpcc7942_1773	syc2319_c		syc2319	hypothetical protein
syc2336-h_at	Synpcc7942_1772	syc2320_c	rps16	syc2320	30S ribosomal protein S16
syc2337-h_at	Synpcc7942_1771	syc2321_c	ffh	syc2321	signal recognition particle protein
syc2338-m_at	Synpcc7942_1770	syc2322_d		syc2322	hypothetical protein
syc2339-h_at	Synpcc7942_1769	syc2323_c		syc2323	
syc2340-h_at	Synpcc7942_1768	syc2324_c		syc2324	
syc2341-m_at	Synpcc7942_1767	syc2325_d	cydA	syc2325	cytochrome oxidase d subunit I
syc2342-m_at	Synpcc7942_1766	syc2326_d	cydB	syc2326	cytochrome oxidase d subunit II
syc2343-m_at	Synpcc7942_1765	syc2327_d		syc2327	
syc2344-h_at	Synpcc7942_1764	syc2328_c		syc2328	hypothetical protein
syc2345-h_at	Synpcc7942_1763	syc2329_c		syc2329	inositol monophosphate family protein
syc2346-h_at	Synpcc7942_1762	syc2330_c		syc2330	hypothetical protein
syc2347-h_at	Synpcc7942_1761	syc2331_c		syc2331	hypothetical protein
syc2348-h_at	Synpcc7942_1760	syc2332_c	ald	syc2332	alanine dehydrogenase
syc2349-m_at	Synpcc7942_1758	syc2334_d		syc2334	hypothetical protein
syc2350-m_at	Synpcc7942_1757	syc2335_c		syc2335	hypothetical protein
syc2351-h_at	Synpcc7942_1755	syc2336_d		syc2336	hypothetical protein
syc2352-m_at	Synpcc7942_1754	syc2337_d		syc2337	hypothetical protein
syc2353-m_at	Synpcc7942_1753	syc2338_d		syc2338	hypothetical protein
syc2354-m_at	Synpcc7942_1752	syc2339_d		syc2339	hypothetical protein
syc2355-m_at	Synpcc7942_1751	syc2340_d		syc2340	hypothetical protein
syc2356-m_at	Synpcc7942_1750	syc2341_d	ycf35	syc2341	hypothetical protein YCF35
syc2357-m_at	Synpcc7942_1749	syc2342_d	fer	syc2342	ferredoxin
syc2358-m_at	Synpcc7942_1748	syc2343_d		syc2343	hypothetical protein
syc2359-m_at	Synpcc7942_1747	syc2344_d		syc2344	hypothetical protein, probable oxidoreductase
syc2360-m_at	Synpcc7942_1746	syc2345_d	rpoD2, sigB	syc2345	group2 RNA polymerase sigma factor RpoD2
syc2361-m_at	Synpcc7942_1745	syc2346_d		syc2346	hypothetical protein
syc2362-m_at	Synpcc7942_1744	syc2347_c		syc2347	hypothetical protein
syc2363-h_at	Synpcc7942_1743	syc2348_c	ndhH	syc2348	NADH dehydrogenase subunit 7
syc2364-h_at	Synpcc7942_1742	syc2349_c	gap2	syc2349	NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase
syc2365-h_at	Synpcc7942_1741	syc2350_d	murC	syc2350	UDP-N-acetylmuramate-alanine ligase
syc2366-m_at	Synpcc7942_1740	syc2351_d	murB	syc2351	UDP-N-acetylenolpyruvoylglucosamine reductase
syc2367-m_at	Synpcc7942_1739	syc2352_c		syc2352	mercuric resistance operon regulatory protein  unknown protein
syc2368-h_at	Synpcc7942_1738	syc2353_c	nifS	syc2353	cysteine desulfurase
syc2369-h_at	Synpcc7942_1737	syc2354_c		syc2354	hypothetical protein
syc2370-h_at	Synpcc7942_1736	syc2355_c	ycf16, sufC	syc2355	ABC transporter ATP-binding protein
syc2371-h_at	Synpcc7942_1735	syc2356_c		syc2356	ABC transporter subunit
syc2372-h_at	Synpcc7942_1734	syc2357_c	ftrC	syc2357	ferredoxin-thioredoxin reductase catalytic chain
syc2373-h_at	Synpcc7942_1733	syc2358_d		syc2358	hypothetical protein
syc2374-m_at	Synpcc7942_1732	syc2359_d		syc2359	hypothetical protein
syc2375-m_at	Synpcc7942_1731	syc2360_d		syc2360	hypothetical protein
syc2376-m_at	Synpcc7942_1730	syc2361_c		syc2361	hypothetical protein
syc2377-h_at	Synpcc7942_1729	syc2362_c	kdpD	syc2362	potassium-transporting ATPase D chain
syc2378-h_at	Synpcc7942_1728	syc2363_c		syc2363	
syc2379-h_at	Synpcc7942_1727	syc2364_d		syc2364	hypothetical protein
syc2380-m_at	Synpcc7942_1726	syc2365_d	lspA	syc2365	lipoprotein signal peptidase
syc2381-m_at	Synpcc7942_1725	syc2366_c		syc2366	hypothetical protein
syc2382-h_at	Synpcc7942_1724	syc2367_d		syc2367	
syc2383-m_at	Synpcc7942_1723	syc2368_c		syc2368	carotene isomerase
syc2384-h_at	Synpcc7942_1722	syc2369_d	sbpA	syc2369	sulfate transport system substrate-binding protein
syc2385-m_at	Synpcc7942_1721	syc2370_d		syc2370	similar to phycocyanin alpha phycocyanobilin lyase related protein NblB
syc2386-m_at	Synpcc7942_1720	syc2371_c		syc2371	hypothetical protein
syc2387-h_at	Synpcc7942_1719	syc2372_d	icd	syc2372	isocitrate dehydrogenase (NADP+)
syc2388-m_at	Synpcc7942_1718	syc2373_d	glcE	syc2373	glycolate oxidase subunit GlcE
syc2389-m_at	Synpcc7942_1717	syc2374_d	glcF	syc2374	glycolate oxidase subunit (Fe-S) protein
syc2390-m_at	Synpcc7942_1716	syc2375_d		syc2375	hypothetical protein
syc2391-m_at	Synpcc7942_1715	syc2376_d	upp, uraP	syc2376	uracil phosphoribosyltransferase
syc2392-m_at	Synpcc7942_1714	syc2377_c	metX	syc2377	homoserine O-acetyltransferase
syc2393-h_at	Synpcc7942_1713	syc2378_c		syc2378	probable hydrocarbon oxygenase MocD
syc2394-h_at	Synpcc7942_1712	syc2379_c		syc2379	hypothetical protein
syc2395-h_at	Synpcc7942_1711	syc2380_c		syc2380	hypothetical protein
syc2396-h_at	Synpcc7942_1710	syc2381_c	rpoZ, ycf61	syc2381	RNA polymerase subunit omega (rpoZ)
syc2397-h_at	Synpcc7942_1709	syc2382_d		syc2382	hypothetical protein
syc2398-m_at	Synpcc7942_1708	syc2383_c	prlC, opdA	syc2383	oligopeptidase A
syc2399-h_at	Synpcc7942_1707	syc2384_c		syc2384	cell division protein Ftn6  hypothetical protein
syc2400-h_at	Synpcc7942_1706	syc2385_c		syc2385	hypothetical protein
syc2401-h_at	Synpcc7942_1705	syc2386_c	psbI	syc2386	photosystem II PsbI protein
syc2402-h_at	Synpcc7942_1704	syc2387_c		syc2387	
syc2403-h_at	Synpcc7942_1703	syc2388_d	ams1	syc2388	alpha-mannosidase  glycosyl hydrolases family
syc2404-m_at	Synpcc7942_1701	syc2389_c		syc2389	hypothetical protein
syc2405-h_at	Synpcc7942_1700	syc2390_d	wcaG	syc2390	GDP-fucose synthetase  NAD dependent epimerase/dehydratase
syc2406-m_at	Synpcc7942_1699	syc2391_d		syc2391	multi-drug efflux transporter
syc2407-m_at	Synpcc7942_1698	syc2392_c		syc2392	hypothetical protein
syc2408-h_at	Synpcc7942_1697	syc2393_d		syc2393	hypothetical protein
syc2409-m_at	Synpcc7942_1696	syc2394_d		syc2394	hypothetical protein
syc2410-m_at	Synpcc7942_1695	syc2395_c		syc2395	hypothetical protein
syc2411-h_at	Synpcc7942_1694	syc2396_c	gyrA	syc2396	DNA gyrase A subunit
syc2412-h_at	Synpcc7942_1693	syc2397_d	divK, rre42	syc2397	cell division response regulator; DivK  two-component system, regulatory protein
syc2413-m_at	Synpcc7942_1692	syc2398_d		syc2398	mrr restriction system protein
syc2414-m_at	Synpcc7942_1691	syc2399_c		syc2399	
syc2415-h_at		syc2400_c		syc2400	
syc2416-h_at	Synpcc7942_1689	syc2401_c		syc2401	putative thiosulfate sulfurtransferase
syc2417-h_at	Synpcc7942_1688	syc2402_c	cysW	syc2402	sulfate transport system permease protein
syc2418-h_at	Synpcc7942_1687	syc2403_c	cysU	syc2403	sulfate transport system permease protein
syc2419-h_at	Synpcc7942_1686	syc2404_c	sbpA	syc2404	sulfate transport system substrate-binding protein
syc2420-h_at	Synpcc7942_1685	syc2405_c	cysW	syc2405	sulfate transport system permease protein
syc2421-h_at	Synpcc7942_1684	syc2406_c	cysR	syc2406	sufur-responsive transcriptional regulator
syc2422-h_at	Synpcc7942_1683	syc2407_c		syc2407	hypothetical protein
syc2423-h_at	Synpcc7942_1682	syc2408_c	cysT	syc2408	sulfate transport system permease protein
syc2424-h_at	Synpcc7942_1681	syc2409_c	sbpA	syc2409	sulfate transport system substrate-binding protein
syc2425-h_at	Synpcc7942_1680	syc2410_d	cysA	syc2410	sulfate transport system ATP-binding protein
syc2426-m_at	Synpcc7942_1679	syc2411_c	psb28, psb13	syc2411	photosystem II Psb28 protein
syc2427-h_at	Synpcc7942_1678	syc2412_d		syc2412	hypothetical protein
syc2428-m_at	Synpcc7942_1677	syc2413_d		syc2413	hypothetical protein
syc2429-m_at	Synpcc7942_1676	syc2414_d		syc2414	
syc2430-m_at	Synpcc7942_1675	syc2415_d		syc2415	hypothetical protein
syc2431-m_at	Synpcc7942_1674	syc2416_d		syc2416	
syc2432-m_at	Synpcc7942_1673	syc2417_d		syc2417	hypothetical protein
syc2433-m_at	Synpcc7942_1672	syc2418_c	vanY	syc2418	putative carboxypeptidase
syc2434-h_at	Synpcc7942_1671	syc2419_c	kdpC	syc2419	potassium-transporting ATPase C chain
syc2435-h_at	Synpcc7942_1669	syc2420_c	kdpB	syc2420	potassium-transporting ATPase B chain
syc2436-h_at	Synpcc7942_1668	syc2421_c	kdpA	syc2421	potassium-transporting ATPase A chain
syc2437-h_at	Synpcc7942_1667	syc2422_c	murD	syc2422	UDP-N-acetylmuramoylalanine--D-glutamate ligase
syc2438-h_at	Synpcc7942_1666	syc2423_d		syc2423	hypothetical protein
syc2439-m_at	Synpcc7942_1665	syc2424_c		syc2424	probable oxidoreductase
syc2440-h_at	Synpcc7942_1663	syc2425_d		syc2425	
syc2441-m_at	Synpcc7942_1662	syc2426_d	cysS	syc2426	cysteinyl-tRNA synthetase
syc2442-m_at	Synpcc7942_1661	syc2427_c		syc2427	hypothetical protein
syc2443-h_at	Synpcc7942_1660	syc2428_c		syc2428	potassium channel protein
syc2444-h_at	Synpcc7942_1659	syc2429_c		syc2429	nitroreductase
syc2445-h_at	Synpcc7942_1658	syc2430_d		syc2430	hypothetical protein
syc2446-m_at	Synpcc7942_1656	syc2431_d	cpx, katG	syc2431	catalase peroxidase
syc2447-m_at	Synpcc7942_1654	syc2432_d		syc2432	
syc2448-m_at	Synpcc7942_1653	syc2433_d	gldA	syc2433	glycerol dehydrogenase
syc2449-m_at	Synpcc7942_1652	syc2434_c		syc2434	hypothetical protein, Fe-S oxidoreductase
syc2450-h_at	Synpcc7942_1651	syc2435_c	rffM	syc2435	probable UDP-N-acetyl-D-mannosaminuronic acid transferase
syc2451-h_at	Synpcc7942_1650	syc2436_d		syc2436	phosphorylase kinase alpha subunit
syc2452-m_at	Synpcc7942_1649	syc2437_c		syc2437	rubrerythrin
syc2453-h_at	Synpcc7942_1648	syc2438_d		syc2438	transcription regulator Fur family  hypothetical protein
syc2454-m_at	Synpcc7942_1647	syc2439_c		syc2439	hypothetical protein
syc2455-h_at	Synpcc7942_1646	syc2440_c		syc2440	
syc2456-h_at	Synpcc7942_1645	syc2441_c	rnc	syc2441	ribonuclease III
syc2457-h_at	Synpcc7942_1644	syc2442_c		syc2442	hypothetical protein
syc2458-h_at	Synpcc7942_1643	syc2443_c		syc2443	hypothetical protein
syc2459-h_at	Synpcc7942_1642	syc2444_c		syc2444	hypothetical protein
syc2460-h_at	Synpcc7942_1640	syc2445_c		syc2445	hypothetical protein
syc2461-h_at	Synpcc7942_1639	syc2446_c		syc2446	ABC transporter ATP-binding protein
syc2462-h_at	Synpcc7942_1638	syc2447_c		syc2447	hypothetical protein
syc2465-m_at	Synpcc7942_1636	syc2449_d	dcoH	syc2449	pterin-4a-carbinolamine dehydratase
syc2466-m_at	Synpcc7942_1463	syc2450_d	somB	syc2450	probable porin; major outer membrane protein
syc2467-m_at	Synpcc7942_1464	syc2451_d	somA	syc2451	probable porin; major outer membrane protein
syc2468-m_at	Synpcc7942_1465	syc2452_d		syc2452	hypothetical protein
syc2469-m_at	Synpcc7942_1466	syc2453_d	cysM	syc2453	cysteine synthase
syc2470-m_at	Synpcc7942_1467	syc2454_d		syc2454	hypothetical protein
syc2471-h_at	Synpcc7942_1468	syc2455_c		syc2455	hypothetical protein
syc2472-h_at	Synpcc7942_1469	syc2456_c		syc2456	hypothetical protein
syc2473-h_at	Synpcc7942_1470	syc2457_c		syc2457	hypothetical protein
syc2474-h_at	Synpcc7942_1471	syc2458_c		syc2458	hypothetical protein
syc2475-h_at	Synpcc7942_1473	syc2459_c	ndhD5	syc2459	NADH dehydrogenase subunit 4
syc2476-h_at	Synpcc7942_1474	syc2460_c		syc2460	hypothetical protein
syc2477-h_at	Synpcc7942_1475	syc2461_c	sbtA	syc2461	sodium-dependent bicarbonate transporter
syc2478-m_at	Synpcc7942_1476	syc2462_d		syc2462	hypothetical protein
syc2479-h_at	Synpcc7942_1477	syc2463_c		syc2463	hypothetical protein
syc2480-h_at	Synpcc7942_1478	syc2464_c	cytM	syc2464	cytochrome cM
syc2481-m_at		syc2465_d	petG	syc2465	cytochrome b6-f complex subunit V (PetG)
syc2482-h_at	Synpcc7942_1480	syc2466_c		syc2466	hypothetical protein
syc2483-h_at	Synpcc7942_1481	syc2467_c	hisH	syc2467	amidotransferase HisH
syc2484-m_at	Synpcc7942_1482	syc2468_d		syc2468	hypothetical protein
syc2485-h_at	Synpcc7942_1483	syc2469_c		syc2469	hypothetical protein
syc2486-h_at	Synpcc7942_1484	syc2470_c	murE	syc2470	UDP-N-acetylmuramoylalanyl-D-glutamate--2 6-diaminopimelate ligase
syc2487-h_at	Synpcc7942_1485	syc2471_c		syc2471	hypothetical protein
syc2488-h_at	Synpcc7942_1486	syc2472_c		syc2472	hypothetical protein
syc2489-m_at	Synpcc7942_1487	syc2473_d	rps4	syc2473	30S ribosomal protein S4
syc2490-m_at	Synpcc7942_1488	syc2474_d	cmpA	syc2474	ABC-type bicarbonate transport system substrate-binding protein
syc2491-m_at	Synpcc7942_1489	syc2475_d	cmpB	syc2475	ABC-type bicarbonate transport system permease protein
syc2492-m_at	Synpcc7942_1490	syc2476_d	cmpC	syc2476	ABC-type bicarbonate transport system ATP-binding protein
syc2493-m_at	Synpcc7942_1491	syc2477_d	cmpD	syc2477	ABC-type bicarbonate transport system ATP-binding protein
syc2494-m_at	Synpcc7942_1492	syc2478_d		syc2478	hypothetical protein
syc2495-m_at	Synpcc7942_1493	syc2479_d		syc2479	MazG protein homolog
syc2496-h_at	Synpcc7942_1494	syc2480_c		syc2480	hypothetical protein
syc2497-h_at	Synpcc7942_1495	syc2481_c		syc2481	hypothetical protein
syc2498-h_at	Synpcc7942_1496	syc2482_c	argB	syc2482	N-acetylglutamate kinase
syc2499-h_at	Synpcc7942_1497	syc2483_c		syc2483	hypothetical protein
syc2500-h_at	Synpcc7942_1499	syc2484_c	petF	syc2484	ferredoxin, petF protein
syc2501-h_at	Synpcc7942_1500	syc2485_c	prmA	syc2485	probable methyltransferase
syc2502-h_at	Synpcc7942_1501	syc2486_c	serA	syc2486	D-3-phosphoglycerate dehydrogenase
syc2503-m_at	Synpcc7942_1502	syc2487_d		syc2487	hypothetical protein
syc2504-m_at	Synpcc7942_1503	syc2488_d		syc2488	hypothetical protein
syc2505-m_at	Synpcc7942_1504	syc2489_d		syc2489	hypothetical protein
syc2506-h_at	Synpcc7942_1505	syc2490_c	leuB	syc2490	3-isopropylmalate dehydrogenase
syc2507-h_at	Synpcc7942_1506	syc2491_c		syc2491	hypothetical protein
syc2508-h_at	Synpcc7942_1507	syc2492_c	lipA	syc2492	lipoic acid synthetase
syc2509-h_at	Synpcc7942_1508	syc2493_c		syc2493	hypothetical protein
syc2510-m_at	Synpcc7942_1509	syc2494_d	trmU	syc2494	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
syc2511-h_at	Synpcc7942_1510	syc2495_c	sigF1	syc2495	group3 RNA polymerase sigma factor SigF1
syc2512-h_at	Synpcc7942_1511	syc2496_c		syc2496	hypothetical protein
syc2513-h_at	Synpcc7942_1512	syc2497_c	zds	syc2497	zeta-carotene desaturase
syc2514-m_at	Synpcc7942_1513	syc2498_d	dxr	syc2498	1-deoxy-d-xylulose 5-phosphate reductoisomerase
syc2515-m_at	Synpcc7942_1514	syc2499_d		syc2499	probable pseudouridine synthase
syc2516-m_at	Synpcc7942_1515	syc2500_d		syc2500	probable protein phosphatase
syc2517-h_at	Synpcc7942_1516	syc2501_c		syc2501	phosphoglycerate mutase
syc2518-h_at	Synpcc7942_1517	syc2502_c		syc2502	two-component sensor histidine kinase  hik34-like
syc2520-m_at	Synpcc7942_1518	syc2503_d	pcrA	syc2503	ATP-dependent helicase PcrA
syc2521-h_at	Synpcc7942_1519	syc2504_c	hisD	syc2504	histidinol dehydrogenase
syc2522-m_at	Synpcc7942_1520	syc2505_d	rps20	syc2505	30S ribosomal protein S20
